Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,materials,main_material,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,object_types_list,object_types_norm,object_types_str,canonical_type,action_family,multi_action
3652,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.2022.2,NPG,edanmdm:npg_AD_NPG.2022.2,Letter from George Washington to Gilbert Stuart,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; acquired through the generosity of Robert B. and Lynne B. Uhler""}","{""Date"": ""April 11, 1796""}","{""Object number"": ""AD/NPG.2022.2""}","{""Author"": ""George Washington, 22 Feb 1732 - 14 Dec 1799"", ""Addressee"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""Portfolio (closed): 23.8 x 21.6 x 2.5cm (9 3/8 x 8 1/2 x 1\"")\nPortfolio (opened): 25.1 x 42.9 x 3.5cm (9 7/8 x 16 7/8 x 1 3/8\"")\nFrame: 58.5 \u00d7 43.5cm (23 1/16 \u00d7 17 1/8\"")""}",paper,paper,,,"{""Topic"": ""Autograph\nDocument\\Letter""}","[""1790s""]","[""Washington, George"", ""Stuart, Gilbert""]","[""Documents""]",,"[""Letters"", ""Autograph""]",3,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD_NPG_2022_2_1L_inex"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD_NPG_2022_2_2L_inex"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD_NPG_2022_2_rev_inex""]","https://ids.si.edu/ids/iiif/NPG-AD_NPG_2022_2_1L_inex/full/250,/0/default.jpg",['Documents'],['documents'],['documents'],correspondences,"Read, write & record",False
3653,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.2021.1,NPG,edanmdm:npg_AD_NPG.2021.1,"Bill of sale for Flora, a woman enslaved in Connecticut","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; owned jointly with the National Museum of African-American History and Culture, museum purchase through the American Women\u2019s History Initiative Acquisitions Pool, administered by the Smithsonian American Women\u2019s History Initiative""}","{""Date"": ""December 13, 1796""}","{""Object number"": ""AD/NPG.2021.1""}","{""Associated Person"": ""Flora, c. 1775 - 1815"", ""Signer"": ""Margaret DeWitt Dwight""}",,"{""Type"": ""Document""}","{""Medium"": ""Pen and brown ink on laid paper"", ""Dimensions"": ""Sheet: 35.6 \u00d7 33 cm (14 \u00d7 13\"")\nFrame: 60.3 \u00d7 80.6 \u00d7 4.9 cm (23 3/4 \u00d7 31 3/4 \u00d7 1 15/16\"")""}",paper,paper,,,,"[""1790s""]","[""Dwight, Margaret DeWitt"", ""Flora""]","[""Documents""]",,,1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD_NPG_2021_1_int""]","https://ids.si.edu/ids/iiif/NPG-AD_NPG_2021_1_int/full/250,/0/default.jpg",['Documents'],['documents'],['documents'],documents and certificates,"Read, write & record",False
3663,https://collections.si.edu/search/detail/edanmdm:nmah_999249,NMAH,edanmdm:nmah_999249,Pestle,"{""Credit Line"": ""Gift of Schrader's Pharmacy, through Harry L. Schrader""}","{""Date made"": ""18th century""}","{""ID Number"": ""MG.302607.048"", ""accession number"": ""302607"", ""catalog number"": ""302607.048""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Pestle""}","{""Measurements"": ""overall: 11 in; 27.94 cm""}",,Unknown,,,,"[""1800s""]",,"[""Pestles""]",,,0,,,['Pestles'],['pestles'],['pestles'],pestles,Heal & care,False
3665,https://collections.si.edu/search/detail/edanmdm:nmah_999233,NMAH,edanmdm:nmah_999233,Pestle,"{""Credit Line"": ""Gift of Schrader's Pharmacy, through Harry L. Schrader""}","{""Date made"": ""early 1800's""}","{""ID Number"": ""MG.302607.012"", ""accession number"": ""302607"", ""catalog number"": ""302607.012""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Pestle""}",brass (overall material),brass,brass,,,,"[""1800s""]",,"[""Pestles""]",,,0,,,['Pestles'],['pestles'],['pestles'],pestles,Heal & care,False
3668,https://collections.si.edu/search/detail/edanmdm:nmah_998380,NMAH,edanmdm:nmah_998380,Medicine Chest with 48 Specimens,"{""Credit Line"": ""Gift of William C. Bauer""}","{""date made"": ""ca 1804""}","{""ID Number"": ""MG.M-03233"", ""accession number"": ""118923"", ""catalog number"": ""M-03233""}",,,"{""Object Name"": ""Medicine Chest\nmedicine chest\nbandages, lint""}","wood (chest material)
metal (handles and pulls material)
glass; paper (bottles material)
cotton (overall material)
flax (overall material)
tin; iron; paper; organic material (unspecified); leather; fabric; ivory (overall material)","cotton, glass, iron, ivory, leather, metal, paper, wood","cotton, ivory","{""place made"": ""United Kingdom: England, London""}",,,"[""1800s""]",,"[""bandages, lint"", ""medicine chest"", ""Medicine Chest""]","[""England"", ""London"", ""United Kingdom""]",,0,,,"['bandages, lint', 'medicine chest', 'Medicine Chest']","['bandages, lint', 'medicine chest', 'medicine chest']","['bandages, lint', 'medicine chest', 'medicine chest']",medicine chests,Heal & care,False
3669,https://collections.si.edu/search/detail/edanmdm:nmah_997154,NMAH,edanmdm:nmah_997154,Gunter Quadrant,,"{""date made"": ""1790""}","{""ID Number"": ""MA.330843"", ""catalog number"": ""330843"", ""accession number"": ""305777""}",,"{""Description"": ""This brass Gunter-type horary quadrant has one brass sight on the top of the quadrant along one radius. There is no pinhole in this sight; it is completely solid. It appears that there was never a second sight. The plumb-bob and string which belong at the vertex are missing. The quadrant contains a geometric square marked from 10 to 50 to 10 in units of one degree, an hour arc (U-shaped) from I to VI to XI to XII and an azimuth arc from 30 to 90 to 120 by ten degrees, an ecliptic arc calibrated by zodiac symbol, a declination scale to 24 degrees, a horizon arc marked from 10 to 30, a second hour arc marked from VIII to I, a calendar arch lettered by month, and a circumference marked from 0 to 90 in units of one-half degree. There are suns between most Roman numerals on the hour arcs, moons on each side of the calendar arch, and sets of three dots at each 5-degree mark on the circumference. Five stars are charted: VH, BE, LH, A, PW. This dial was made for a latitude of approximately 52 degrees. There is no instrument maker with initials T. D. who worked around 1790 in Clifton, or in the inventory of the National Maritime Museum, Greenwich.\nReferences:\nGloria Clifton, <I>Directory of British Scientific Instrument Makers...</I>, Greenwich: National Maritime Museum, 1995.\n<i>An Inventory of the Navigation and Astronomy Collections in the National Maritime Musuem</I>, Greenwich, National Maritime Museum."", ""Location"": ""Currently not on view""}","{""Object Name"": ""sundial, quadrant""}",brass (overall materials),brass,brass,,,"{""Subject"": ""Mathematics\nTimekeeping""}","[""1790s""]",,"[""sundial, quadrant""]",,"[""Mathematics"", ""Trigonometry"", ""Timekeeping""]",0,,,"['sundial, quadrant']","['sundial, quadrant']","['sundial, quadrant']",sundials,Measure & navigate,False
3670,https://collections.si.edu/search/detail/edanmdm:nmah_997145,NMAH,edanmdm:nmah_997145,Persian Planispheric Astrolabe,"{""Credit Line"": ""Gift of International Business Machines Corporation""}","{""date made"": ""1781""}","{""ID Number"": ""MA.333590"", ""catalog number"": ""333590"", ""accession number"": ""215454""}",,"{""Description"": ""The astrolabe is an astronomical calculating device used from ancient times into the nineteenth century. Measuring the height of a star using the alidade on the back of the instrument, and knowing the latitude, one could find the time of night and the position of other stars. The openwork piece on the front, called the rete, is a star map of the northern sky. Pointers on the rete correspond to stars; the outermost circle is the Tropic of Capricorn, and the circle that is off-center represents the zodiac, the apparent annual motion of the sun. Engraved plates that fit below the rete have scales of altitude and azimuth (arc of the horizon) for specific latitudes. This brass Persian astrolabe has a body with throne, a handle, a ring, an alidade with pin, a rete, five plates, a ringlet, and a wedge at the front that holds the instrument together. The instrument has no signature.\nFor a detailed description of this object, see Sharon Gibbs with George Saliba, <a href=\""https://repository.si.edu/handle/10088/2444\""><I>Planispheric Astrolabes from the National Museum of American History</I></a>, Washington, D.C.: Smithsonian Institution Press, 1984, pp. 93-95. The object is referred to in the catalog as CCA No. 54."", ""Location"": ""Currently not on view""}","{""Object Name"": ""astrolabe""}",brass (overall material),brass,brass,,,,"[""1780s""]",,"[""astrolabe""]",,,8,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3629"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3630"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3631"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3632"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3633"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3634"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3635"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-3636""]","https://ids.si.edu/ids/iiif/NMAH-78-3629/full/250,/0/default.jpg",['astrolabe'],['astrolabe'],['astrolabe'],astrolabes,Measure & navigate,False
3671,https://collections.si.edu/search/detail/edanmdm:nmah_997142,NMAH,edanmdm:nmah_997142,Persian Planispheric Astrolabe,"{""Credit Line"": ""Gift of International Business Machines Corporation""}","{""date made"": ""18th dentury\n18th century""}","{""ID Number"": ""MA.333586"", ""catalog number"": ""333586"", ""accession number"": ""215454""}",,"{""Description"": ""The astrolabe is an astronomical calculating device used from ancient times into the eighteenth century. Measuring the height of a star using the alidade on the back of the instrument, and knowing the latitude, one could find the time of night and the position of other stars. The openwork piece on the front, called the rete, is a star map of the northern sky. Pointers on the rete correspond to stars; the outermost circle is the Tropic of Capricorn, and the circle that is off-center represents the zodiac, the apparent annual motion of the sun. Engraved plates that fit below the rete have scales of altitude and azimuth (arc of the horizon) for specific latitudes. This brass Persian astrolabe has a mater or body with throne, a handle, a ring, an alidade with pin, a rete, five plates, and a wedge at the front that holds the instrument together.\nThe instrument is dated to the eighteenth century (1700s). It has no signature\nReference:\nFor a detailed description of this object, see Sharon Gibbs with George Saliba, <a href=\""https://repository.si.edu/handle/10088/2444\""><I>Planispheric Astrolabes from the National Museum of American History</I></a>, Washington, D.C.: Smithsonian Institution Press, 1984, pp. 84-86. The object is referred to in the catalog as CCA No. 49."", ""Location"": ""Currently not on view""}","{""Object Name"": ""astrolabe""}",brass (overall material),brass,brass,,,,"[""1800s""]",,"[""astrolabe""]",,,8,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-78-891"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-887"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-888"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-889"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-890"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-892"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-885"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-886""]","https://ids.si.edu/ids/iiif/NMAH-78-891/full/250,/0/default.jpg",['astrolabe'],['astrolabe'],['astrolabe'],astrolabes,Measure & navigate,False
3672,https://collections.si.edu/search/detail/edanmdm:nmah_997135,NMAH,edanmdm:nmah_997135,Persian Planispheric Astrolabe,"{""Credit Line"": ""Gift of International Business Machines Corporation""}","{""date made"": ""1783\n1787""}","{""ID Number"": ""MA.333587"", ""catalog number"": ""333587"", ""accession number"": ""215454""}",,"{""Description"": ""The astrolabe is an astronomical calculating device used from ancient times into the nineteenth century. Measuring the height of a star using the alidade on the back of the instrument, and knowing the latitude, one could find the time of night and the position of other stars. The openwork piece on the front, called the rete, is a star map of the northern sky. Pointers on the rete correspond to stars; the outermost circle is the Tropic of Capricorn, and the circle that is off-center represents the zodiac, the apparent annual motion of the sun. Engraved plates that fit below the rete have scales of altitude and azimuth (arc of the horizon) for specific latitudes. This brass Persian astrolabe has a body with throne, a handle, a ring, an alidade with pin, a rete, seven plates, a ringlet, and a wedge at the front that holds the instrument together. The instrument has no signature.\nFor a detailed description of this object, see Sharon Gibbs with George Saliba, <a href=\""https://repository.si.edu/handle/10088/2444\""><I>Planispheric Astrolabes from the National Museum of American History</I></a>, Washington, D.C.: Smithsonian Institution Press, 1984, pp. 98-100. The object is referred to in the catalog as CCA No. 57."", ""Location"": ""Currently not on view""}","{""Object Name"": ""astrolabe""}",brass (overall material),brass,brass,,,,"[""1780s""]",,"[""astrolabe""]",,,10,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1444"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1436"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1437"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1438"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1439"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1440"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1441"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1442"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1443"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-78-1445""]","https://ids.si.edu/ids/iiif/NMAH-78-1444/full/250,/0/default.jpg",['astrolabe'],['astrolabe'],['astrolabe'],astrolabes,Measure & navigate,False
3673,https://collections.si.edu/search/detail/edanmdm:nmah_997122,NMAH,edanmdm:nmah_997122,Portable Diptych Sundial by T. G. Kleininger,,"{""Date made"": ""1790s?""}","{""ID Number"": ""MA.330853"", ""catalog number"": ""330853"", ""accession number"": ""1987.0706""}","{""maker"": ""Kleininger, Johann G.""}","{""Description"": ""This rectangular wooden diptych sundial has paper scales and tables with black ink and green and red coloring. A brass hook and eye hold the sundial open for use; a hook for keeping the dial closed is missing. Leaf 1a is a latitude table for 36 European and American cities (a complete list is in the accession file). Leaf 1b contains holes for latitudes of 40, 42, 44, 46, 48, 50, 52, 54, and 56 degrees, although only the holes 46-52 are drilled completely through the leaf and therefore functional. A string gnomon is tied loosely at 46 degrees. Leaf 1b also contains an equinoctial sundial calibrated from VII to XII to V by units with lines at the half-hour points. Leaf 2a contains a horizontal sundial calibrated from 4 to 12 to 8 by units with divisions for each fifteen-minute interval. Inset in the inside of this face is compass with a rose of four labeled cardinal points. The compass is offset roughly ten degrees west for magnetic variation. The compass glass and needle are missing. Leaves 1b and 2a are decorated with flowers and garlands of leaves. A mark reads: J. G. Kleininger. fec.\nJohann G. Kleininger (1763-1824) made diptych and cube dials in Germany Related dials reportedly have initials reported variously as J. G. (Adler Planetarium), I. G. (National Maritime Museum, Greenwich; Whipple Museum), and J. P. (Museum of the History of Science, Oxford - this is probably his son Johann P. Kleininger). The latitude table and compass directions on this dial mix German, French, and English terms (for example: Nord, Ost, Sud, West). Note also that Washington, D.C., is listed, suggesting the date given.\nReferences:\nMuseum of the History of Science, Oxford website, inventory number 20302 (accessed 12 September 2002).\nThe Whipple Museum of the History of Science, <I>Catalogue 6: Sundials and Related Instruments</I>, Part 2, Object 170\nOnline Register of Scientific Instruments, (accessed 12 September 2002).\nPersonal Communication, Hans Gaab, January, 2022."", ""Location"": ""Currently not on view""}","{""Object Name"": ""sundial, horizontal portable\nsundial""}","{""Measurements"": ""overall: 1.5 cm x 4.5 cm x 8 cm; 19/32 in x 1 25/32 in x 3 5/32 in""}",,Unknown,,,"{""Subject"": ""Mathematics\nTimekeeping""}","[""1790s""]","[""Kleininger, Johann G.""]","[""sundial"", ""sundial, horizontal portable""]",,"[""Science"", ""Mathematics"", ""Timekeeping""]",0,,,"['sundial', 'sundial, horizontal portable']","['sundial', 'sundial, horizontal portable']","['sundial', 'sundial, horizontal portable']",sundials,Measure & navigate,False
3674,https://collections.si.edu/search/detail/edanmdm:nmah_997061,NMAH,edanmdm:nmah_997061,Indian Planispheric Astrolabe Inscribed in Sanskrit,"{""Credit Line"": ""Gift of Ed Nagel""}","{""date made"": ""1805""}","{""ID Number"": ""MA.330778"", ""catalog number"": ""330778"", ""accession number"": ""323621""}",,"{""Description"": ""The astrolabe is an astronomical calculating device used from ancient times into the nineteenth century. Measuring the height of a star using the alidade on the back of the instrument, and knowing the latitude, one could find the time of night and the position of other stars. The openwork piece on the front, called the rete, is a star map of the northern sky. Pointers on the rete correspond to stars; the outermost circle is the Tropic of Capricorn, and the circle that is off-center represents the zodiac, the apparent annual motion of the sun. Engraved plates that fit below the rete have scales of altitude and azimuth (arc of the horizon) for specific latitudes. This brass Sanskrit astrolabe has a body with throne, handle, ring, alidade with sighting tube and pin, rete, eight plates, and a wedge at the front that holds the instrument together. The instrument is signed Virabha (Vitrabhadra).\nReferences:\nFor a detailed description of this object, see Sharon Gibbs with George Saliba, <a href=\""https://repository.si.edu/handle/10088/2444\""><I>Planispheric Astrolabes from the National Museum of American History</I></a>, Washington, D.C.: Smithsonian Institution Press, 1984, pp. 181-184. The object is referred to in the catalog as CCA No. 4000.\nSee also S. R. Sarma, <I>A Descriptive Catalog of Indian Astronomical Instruments</I>, 2019, pp. 1993-1999, accessed April 26, 2019. The document is downloadable from instructions at https://srsarma.in/catalogue.php. The object has Sarma\u2019s number C024."", ""Location"": ""Currently not on view""}","{""Object Name"": ""astrolabe""}",brass (overall material),brass,brass,,,,"[""1800s""]",,"[""astrolabe""]",,,0,,,['astrolabe'],['astrolabe'],['astrolabe'],astrolabes,Measure & navigate,False
3675,https://collections.si.edu/search/detail/edanmdm:nmah_997059,NMAH,edanmdm:nmah_997059,Persian Planispheric Astrolabe,"{""Credit Line"": ""Gift of International Business Machines Corporation""}","{""date made"": ""1801""}","{""ID Number"": ""MA.316766"", ""catalog number"": ""316766"", ""accession number"": ""215454""}",,"{""Description"": ""The astrolabe is an astronomical calculating device used from ancient times into the nineteenth century. Measuring the height of a star using the alidade on the back of the instrument, and knowing the latitude, one could find the time of night and the position of other stars. The openwork piece on the front, called the rete, is a star map of the northern sky. Pointers on the rete correspond to stars; the outermost circle is the Tropic of Capricorn, and the circle that is off-center represents the zodiac, the apparent annual motion of the sun. Engraved plates that fit below the rete have scales of altitude and azimuth (arc of the horizon) for specific latitudes. This brass Persian astrolabe has a back plate with throne laminated to a rim with throne, a handle, an alidade with pin, a rete, seven plates, a ringlet, a wedge at the front that holds the instrument together, and an index on the front..\nThe instrument is signed maker [. . .]ana ahu Mu[. . .]ammad [. . .]adiq and decorator namaqahu al-Haqir \u2018Abdal-Karim, decorator.\nFor a detailed description of this object, see Sharon Gibbs with George Saliba, <a href=\""https://repository.si.edu/handle/10088/2444\""><I>Planispheric Astrolabes from the National Museum of American History</I></a>, Washington, D.C.: Smithsonian Institution Press, 1984, pp. 90-93. The object is referred to in the catalog as CCA No. 53."", ""Location"": ""Currently not on view""}","{""Object Name"": ""astrolabe""}",brass (overall material),brass,brass,,,,"[""1800s""]",,"[""astrolabe""]",,,10,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13856"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13857"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13858"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13859"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13860"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13861"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13862"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13863"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13864"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-77-13865""]","https://ids.si.edu/ids/iiif/NMAH-77-13856/full/250,/0/default.jpg",['astrolabe'],['astrolabe'],['astrolabe'],astrolabes,Measure & navigate,False
