,count,count
1689,"['entire body', 'dress, 1 piece', 'dresses (garments)', 'main garments', 'dress, 1 piece; entire body; main dress; female; wedding']",1
1690,"['suit, frock, 3 piece', 'suit, frock, 3 piece; entire body; main dress; boy']",1
1691,"['dress, 3 piece', 'entire body', 'dresses (garments)', 'main garments', 'dress, 3 piece; entire body; main dress; female']",1
1692,"['jewelry fragments', 'jewelry fragments; male']",1
1693,"['cuff links', 'cuff links', 'cuff links; jewelry; accessories worn on the body; male']",1
1694,"['cuff buttons; jewelry; accessories worn on the body; male', 'buttons (fasteners)', 'cuff links']",1
1695,"['stud, collar', 'stud, collar; jewelry; accessories worn on the body; male']",1
1696,"['stud', 'stud; jewelry; accessories worn on the body; male']",1
1697,"['dress, skirt; entire body; main dress; female', 'dress, skirt']",1
1698,"['drawers; lower body; underwear; male', 'drawers (underpants)']",1
1699,"['maps', 'map; maritime']",1
1700,"['wallets', 'bags', 'bags (containers)', 'accessories carried', 'wallet; bags; accessories carried; unknown']",1
1701,"['wallets', 'bags', 'accessories carried', 'wallet; bags; accessories carried; unknown']",1
1702,"['dickey; neckwear; accessories worn on the body; male', 'dickeys']",1
1703,"['undersleeves, pair of', 'undersleeves, pair of; armwear; accessories worn on the body; female']",1
1704,"['hat; headwear; accessories worn on the body; male', 'hats']",1
1705,"['coats (garments)', 'coat; outerwear; female']",1
1706,"['cloak; outerwear; female', 'cloaks']",1
1707,"['shawls', 'shawl; outerwear; female']",1
1708,"['weight and hooks, codfish; maritime', 'sinkers (fishing)', 'fishhooks']",1
1709,"['dress, fragments']",1
1710,"['fabric pieces; accessories for the manufacturing of clothing', 'fabric pieces']",1
1711,"['shirt, collar; upper body; main dress; male', 'shirt, collar']",1
1712,"['basket; maritime', 'baskets (containers)']",1
1713,"['aprons (main garments)', 'apron; accessories worn on the body; female', 'costume accessories worn']",1
1714,"['spade; maritime; boat', 'spade, blubber', 'spade']",1
1715,"['corset waist; upper body; underwear; female', 'corset waist']",1
1716,"['harpoon; maritime', 'harpoons']",1
1717,"['bonnets (hats)', 'bonnet; headwear; accessories worn on the body; female']",1
1718,"['walking stick; accessories carried; male', 'walking sticks']",1
1719,"['stamps (tools)', 'scrimshaws', 'scrimshaw', 'scrimshaw; maritime', 'swrimshaws']",1
1720,"['suits (main garments)', 'suit, 3 piece; entire body; main dress; male', 'suit, 3 piece', 'main garments']",1
1721,"['bags', 'purse; purse, pocketbook; bags; accessories carried; female', 'purses (bags)', 'accessories carried']",1
1722,"['undershirt; upper body; underwear; male', 'undershirts']",1
1723,"['umbrellas', 'umbrella; parasols; accessories carried; unknown', 'parasols']",1
1724,"['umbrellas', 'umbrella; parasols; accessories carried; female']",1
1725,"['handkerchief; accessories carried; female', 'handkerchiefs']",1
1726,"['handkerchief; accessories carried; female', 'handkerchiefs', 'accessories carried']",1
1727,"['suit, 2 piece; entire body; main dress; male', 'entire body', 'suits (main garments)', 'suit, 2 piece', 'main garments']",1
1728,"['waistcoat fragments; upper body; main dress; male', 'waistcoat fragments']",1
1729,"['suit, 2 piece; entire body; main dress; male', 'suit, 2 piece']",1
1730,"['suit, 3 piece; entire body; main dress; male', 'suit, 3 piece']",1
1731,"['coat; upper body; main dress; male', 'coats (garments)']",1
1732,"['scrimshaws', 'scrimshaw; maritime', 'scrimshaw powder horn', 'scrimshaw', 'swrimshaws']",1
1733,"['waistcoat fabric', 'waistcoat fragment; waistcoat fabric; waistcoat fab; upper body; main dress; male']",1
1734,"['waistcoat fragment', 'waistcoats (garments)', 'waistcoat fragment; upper body; main dress; male', 'upper body', 'main garments']",1
1735,['scutching knife'],1
